2 217440  Note_on_c 0 41 80 
2 217679  Note_on_c 0 46 0 
2 217679  Note_on_c 0 41 0 
2 217680  Note_on_c 0 34 80 
2 217919  Note_on_c 0 34 0 
2 218160  Note_on_c 0 34 80 
2 218399  Note_on_c 0 34 0 
2 218400  Note_on_c 0 46 80 
2 218400  Note_on_c 0 41 80 
2 218879  Note_on_c 0 46 0 
2 218879  Note_on_c 0 41 0 
2 218880  Note_on_c 0 41 80 
2 218880  Note_on_c 0 29 80 
2 219359  Note_on_c 0 41 0 
2 219359  Note_on_c 0 29 0 
2 219360  Note_on_c 0 41 80 
2 219599  Note_on_c 0 41 0 
2 219600  Note_on_c 0 48 80 
2 219839  Note_on_c 0 48 0 
2 219840  Note_on_c 0 53 80 
2 220079  Note_on_c 0 53 0 
2 220080  Note_on_c 0 57 80 
2 220319  Note_on_c 0 57 0 
2 220320  Note_on_c 0 48 80 
2 220799  Note_on_c 0 48 0 
2 220800  Note_on_c 0 43 80 
2 220800  Note_on_c 0 31 80 
2 221279  Note_on_c 0 43 0 
2 221279  Note_on_c 0 31 0 
2 221280  Note_on_c 0 50 80 
2 221280  Note_on_c 0 46 80 
2 221280  Note_on_c 0 43 80 
2 221519  Note_on_c 0 50 0 
2 221519  Note_on_c 0 46 0 
2 221519  Note_on_c 0 43 0 
2 221520  Note_on_c 0 33 80 
2 221759  Note_on_c 0 33 0 
2 221760  Note_on_c 0 45 80 
2 221999  Note_on_c 0 45 0 
2 222000  Note_on_c 0 33 80 
2 222239  Note_on_c 0 33 0 
2 222240  Note_on_c 0 45 80 
2 222479  Note_on_c 0 45 0 
2 222480  Note_on_c 0 38 80 
2 222720  Note_on_c 0 50 80 
2 222720  Note_on_c 0 45 80 
2 223199  Note_on_c 0 50 0 
2 223199  Note_on_c 0 45 0 
2 223199  Note_on_c 0 38 0 
2 223200  Note_on_c 0 49 80 
2 223200  Note_on_c 0 45 80 
2 223200  Note_on_c 0 37 80 
2 223679  Note_on_c 0 49 0 
2 223679  Note_on_c 0 45 0 
2 223679  Note_on_c 0 37 0 
2 223680  Note_on_c 0 48 80 
2 223680  Note_on_c 0 45 80 
2 223680  Note_on_c 0 36 80 
2 224159  Note_on_c 0 48 0 
2 224159  Note_on_c 0 45 0 
2 224159  Note_on_c 0 36 0 
2 224160  Note_on_c 0 47 80 
2 224160  Note_on_c 0 35 80 
2 224639  Note_on_c 0 47 0 
2 224639  Note_on_c 0 35 0 
2 224640  Note_on_c 0 46 80 
2 224640  Note_on_c 0 34 80 
2 225119  Note_on_c 0 46 0 
2 225119  Note_on_c 0 34 0 
2 225120  Note_on_c 0 50 80 
2 225120  Note_on_c 0 46 80 
2 225120  Note_on_c 0 41 80 
2 225359  Note_on_c 0 50 0 
2 225359  Note_on_c 0 46 0 
2 225359  Note_on_c 0 41 0 
2 225360  Note_on_c 0 46 80 
2 225360  Note_on_c 0 34 80 
2 225599  Note_on_c 0 46 0 
2 225599  Note_on_c 0 34 0 
2 225840  Note_on_c 0 34 80 
2 226079  Note_on_c 0 34 0 
2 226080  Note_on_c 0 50 80 
2 226080  Note_on_c 0 46 80 
2 226319  Note_on_c 0 50 0 
2 226319  Note_on_c 0 46 0 
2 226320  Note_on_c 0 41 80 
2 226559  Note_on_c 0 41 0 
2 226560  Note_on_c 0 41 80 
2 226560  Note_on_c 0 29 80 
2 227039  Note_on_c 0 41 0 
2 227039  Note_on_c 0 29 0 
2 227040  Note_on_c 0 53 80 
2 227040  Note_on_c 0 48 80 
2 227279  Note_on_c 0 53 0 
2 227279  Note_on_c 0 48 0 
2 227280  Note_on_c 0 41 80 
2 227519  Note_on_c 0 41 0 
2 227760  Note_on_c 0 41 80 
2 227999  Note_on_c 0 41 0 
2 228000  Note_on_c 0 53 80 
2 228479  Note_on_c 0 53 0 
2 228480  Note_on_c 0 43 80 
2 228480  Note_on_c 0 31 80 
2 228719  Note_on_c 0 43 0 
2 228719  Note_on_c 0 31 0 
2 228720  Note_on_c 0 43 80 
2 228720  Note_on_c 0 38 80 
2 228720  Note_on_c 0 31 80 
2 228959  Note_on_c 0 43 0 
2 228959  Note_on_c 0 38 0 
2 228959  Note_on_c 0 31 0 
2 229200  Note_on_c 0 43 80 
2 229200  Note_on_c 0 38 80 
2 229200  Note_on_c 0 31 80 
2 229679  Note_on_c 0 43 0 
2 229679  Note_on_c 0 38 0 
2 229679  Note_on_c 0 31 0 
2 229680  Note_on_c 0 43 80 
2 229680  Note_on_c 0 38 80 
2 229680  Note_on_c 0 31 80 
2 230159  Note_on_c 0 43 0 
2 230159  Note_on_c 0 38 0 
2 230159  Note_on_c 0 31 0 
2 230160  Note_on_c 0 33 80 
2 230400  Note_on_c 0 45 80 
2 230639  Note_on_c 0 45 0 
2 230639  Note_on_c 0 33 0 
2 230640  Note_on_c 0 49 80 
2 230879  Note_on_c 0 49 0 
2 230880  Note_on_c 0 52 80 
2 231119  Note_on_c 0 52 0 
2 231120  Note_on_c 0 57 80 
2 231359  Note_on_c 0 57 0 
2 231360  Note_on_c 0 61 80 
2 231599  Note_on_c 0 61 0 
2 231600  Note_on_c 0 64 80 
2 231839  Note_on_c 0 64 0 
2 231840  Note_on_c 0 69 80 
2 232319  Note_on_c 0 69 0 
2 232320  Note_on_c 0 50 80 
2 232559  Note_on_c 0 50 0 
2 232560  Note_on_c 0 57 80 
2 232799  Note_on_c 0 57 0 
2 232800  Note_on_c 0 65 80 
2 232800  Note_on_c 0 62 80 
2 233279  Note_on_c 0 65 0 
2 233279  Note_on_c 0 62 0 
2 233280  Note_on_c 0 46 80 
2 233519  Note_on_c 0 46 0 
2 233520  Note_on_c 0 53 80 
2 233759  Note_on_c 0 53 0 
2 233760  Note_on_c 0 62 80 
2 233760  Note_on_c 0 58 80 
2 234239  Note_on_c 0 62 0 
2 234239  Note_on_c 0 58 0 
2 234240  Note_on_c 0 48 80 
2 234479  Note_on_c 0 48 0 
2 234480  Note_on_c 0 55 80 
2 234719  Note_on_c 0 55 0 
2 234720  Note_on_c 0 64 80 
2 234720  Note_on_c 0 60 80 
2 235199  Note_on_c 0 64 0 
2 235199  Note_on_c 0 60 0 
2 235200  Note_on_c 0 53 80 
2 235439  Note_on_c 0 53 0 
2 235440  Note_on_c 0 60 80 
2 235679  Note_on_c 0 60 0 
2 235680  Note_on_c 0 65 80 
2 236159  Note_on_c 0 65 0 
2 236160  Note_on_c 0 50 80 
2 236399  Note_on_c 0 50 0 
2 236400  Note_on_c 0 57 80 
2 236639  Note_on_c 0 57 0 
2 236640  Note_on_c 0 65 80 
2 236640  Note_on_c 0 62 80 
2 237119  Note_on_c 0 65 0 
2 237119  Note_on_c 0 62 0 
2 237120  Note_on_c 0 46 80 
2 237359  Note_on_c 0 46 0 
2 237360  Note_on_c 0 53 80 
2 237599  Note_on_c 0 53 0 
2 237600  Note_on_c 0 62 80 
2 237600  Note_on_c 0 58 80 
2 238079  Note_on_c 0 62 0 
2 238079  Note_on_c 0 58 0 
2 238080  Note_on_c 0 48 80 
2 238319  Note_on_c 0 48 0 
2 238320  Note_on_c 0 55 80 
2 238559  Note_on_c 0 55 0 
2 238560  Note_on_c 0 60 80 
2 238799  Note_on_c 0 60 0 
2 238800  Note_on_c 0 41 80 
2 239040  Note_on_c 0 53 80 
2 239040  Note_on_c 0 48 80 
2 239519  Note_on_c 0 53 0 
2 239519  Note_on_c 0 48 0 
2 239519  Note_on_c 0 41 0 
2 239520  Note_on_c 0 52 80 
2 239520  Note_on_c 0 46 80 
2 239520  Note_on_c 0 40 80 
2 239759  Note_on_c 0 52 0 
2 239759  Note_on_c 0 46 0 
2 239759  Note_on_c 0 40 0 
2 239760  Note_on_c 0 38 80 
2 240000  Note_on_c 0 50 80 
2 240000  Note_on_c 0 45 80 
2 240959  Note_on_c 0 50 0 
2 240959  Note_on_c 0 45 0 
2 240959  Note_on_c 0 38 0 
2 240960  Note_on_c 0 46 80 
2 240960  Note_on_c 0 41 80 
2 240960  Note_on_c 0 34 80 
2 241679  Note_on_c 0 46 0 
2 241679  Note_on_c 0 41 0 
2 241679  Note_on_c 0 34 0 
2 241680  Note_on_c 0 36 80 
2 241920  Note_on_c 0 48 80 
2 241920  Note_on_c 0 43 80 
2 242639  Note_on_c 0 48 0 
2 242639  Note_on_c 0 43 0 
2 242639  Note_on_c 0 36 0 
2 242640  Note_on_c 0 41 80 
2 242880  Note_on_c 0 53 80 
2 242880  Note_on_c 0 48 80 
2 243839  Note_on_c 0 53 0 
2 243839  Note_on_c 0 48 0 
2 243839  Note_on_c 0 41 0 
2 243840  Note_on_c 0 46 80 
2 243840  Note_on_c 0 41 80 
2 243840  Note_on_c 0 34 80 
2 244559  Note_on_c 0 46 0 
2 244559  Note_on_c 0 41 0 
2 244559  Note_on_c 0 34 0 
2 244560  Note_on_c 0 33 80 
2 244800  Note_on_c 0 45 80 
2 244800  Note_on_c 0 40 80 
2 245759  Note_on_c 0 45 0 
2 245759  Note_on_c 0 40 0 
2 245759  Note_on_c 0 33 0 
2 245760  Key_signature 1 " ""major"""  
2 245760  Note_on_c 0 46 80 
2 245760  Note_on_c 0 41 80 
2 245760  Note_on_c 0 34 80 
2 246239  Note_on_c 0 46 0 
2 246239  Note_on_c 0 41 0 
2 246239  Note_on_c 0 34 0 
2 246240  Note_on_c 0 48 80 
2 246240  Note_on_c 0 43 80 
2 246240  Note_on_c 0 36 80 
2 246719  Note_on_c 0 48 0 
2 246719  Note_on_c 0 43 0 
2 246719  Note_on_c 0 36 0 
2 246720  Note_on_c 0 50 80 
2 246720  Note_on_c 0 45 80 
2 246720  Note_on_c 0 38 80 
2 246959  Note_on_c 0 50 0 
2 246959  Note_on_c 0 45 0 
2 246959  Note_on_c 0 38 0 
2 246960  Note_on_c 0 50 80 
2 246960  Note_on_c 0 45 80 
2 246960  Note_on_c 0 38 80 
2 247199  Note_on_c 0 50 0 
2 247199  Note_on_c 0 45 0 
2 247199  Note_on_c 0 38 0 
2 247920  Note_on_c 0 52 80 
2 247920  Note_on_c 0 40 80 
2 248159  Note_on_c 0 52 0 
2 248159  Note_on_c 0 40 0 
2 248160  Note_on_c 0 47 80 
2 248279  Note_on_c 0 47 0 
2 248280  Note_on_c 0 55 80 
2 248280  Note_on_c 0 52 80 
2 248519  Note_on_c 0 55 0 
2 248519  Note_on_c 0 52 0 
2 248520  Note_on_c 0 47 80 
2 248639  Note_on_c 0 47 0 
2 248640  Note_on_c 0 52 80 
2 248879  Note_on_c 0 52 0 
2 248880  Note_on_c 0 36 80 
2 249119  Note_on_c 0 36 0 
2 249120  Note_on_c 0 52 80 
2 249120  Note_on_c 0 48 80 
2 249359  Note_on_c 0 52 0 
2 249359  Note_on_c 0 48 0 
2 249360  Note_on_c 0 36 80 
2 249599  Note_on_c 0 36 0 
2 249600  Note_on_c 0 52 80 
2 249600  Note_on_c 0 48 80 
2 249839  Note_on_c 0 52 0 
2 249839  Note_on_c 0 48 0 
2 249840  Note_on_c 0 38 80 
2 250079  Note_on_c 0 38 0 
2 250080  Note_on_c 0 54 80 
2 250319  Note_on_c 0 54 0 
2 250320  Note_on_c 0 38 80 
2 250559  Note_on_c 0 38 0 
2 250560  Note_on_c 0 54 80 
2 250799  Note_on_c 0 54 0 
2 250800  Note_on_c 0 43 80 
2 251039  Note_on_c 0 43 0 
2 251040  Note_on_c 0 59 80 
2 251040  Note_on_c 0 55 80 
2 251279  Note_on_c 0 59 0 
2 251279  Note_on_c 0 55 0 
2 251280  Note_on_c 0 43 80 
2 251519  Note_on_c 0 43 0 
2 251520  Note_on_c 0 59 80 
2 251520  Note_on_c 0 55 80 
2 251759  Note_on_c 0 59 0 
2 251759  Note_on_c 0 55 0 
2 251760  Note_on_c 0 40 80 
2 251999  Note_on_c 0 40 0 
2 252000  Note_on_c 0 55 80 
2 252000  Note_on_c 0 52 80 
2 252239  Note_on_c 0 55 0 
2 252239  Note_on_c 0 52 0 
2 252240  Note_on_c 0 40 80 
2 252479  Note_on_c 0 40 0 
2 252480  Note_on_c 0 55 80 
2 252480  Note_on_c 0 52 80 
2 252719  Note_on_c 0 55 0 
2 252719  Note_on_c 0 52 0 
2 252720  Note_on_c 0 36 80 
2 252959  Note_on_c 0 36 0 
2 252960  Note_on_c 0 52 80 
2 252960  Note_on_c 0 48 80 
2 253199  Note_on_c 0 52 0 
2 253199  Note_on_c 0 48 0 
2 253200  Note_on_c 0 36 80 
2 253439  Note_on_c 0 36 0 
2 253440  Note_on_c 0 52 80 
2 253440  Note_on_c 0 48 80 
2 253679  Note_on_c 0 52 0 
2 253679  Note_on_c 0 48 0 
2 253680  Note_on_c 0 38 80 
2 253919  Note_on_c 0 38 0 
2 253920  Note_on_c 0 54 80 
2 254159  Note_on_c 0 54 0 
2 254160  Note_on_c 0 38 80 
2 254399  Note_on_c 0 38 0 
2 254400  Note_on_c 0 54 80 
2 254639  Note_on_c 0 54 0 
2 254640  Note_on_c 0 43 80 
2 254879  Note_on_c 0 43 0 
2 254880  Note_on_c 0 59 80 
2 254880  Note_on_c 0 55 80 
2 255119  Note_on_c 0 59 0 
2 255119  Note_on_c 0 55 0 
2 255120  Note_on_c 0 42 80 
2 255359  Note_on_c 0 42 0 
2 255360  Note_on_c 0 54 80 
2 255599  Note_on_c 0 54 0 
2 255600  Note_on_c 0 40 80 
2 255839  Note_on_c 0 40 0 
2 255840  Note_on_c 0 55 80 
2 255840  Note_on_c 0 52 80 
2 256079  Note_on_c 0 55 0 
2 256079  Note_on_c 0 52 0 
2 256080  Note_on_c 0 40 80 
2 256319  Note_on_c 0 40 0 
2 256320  Note_on_c 0 55 80 
2 256320  Note_on_c 0 52 80 
2 256559  Note_on_c 0 55 0 
2 256559  Note_on_c 0 52 0 
2 256560  Note_on_c 0 36 80 
2 256799  Note_on_c 0 36 0 
2 256800  Note_on_c 0 52 80 
2 256800  Note_on_c 0 48 80 
2 257039  Note_on_c 0 52 0 
2 257039  Note_on_c 0 48 0 
2 257040  Note_on_c 0 36 80 
2 257279  Note_on_c 0 36 0 
2 257280  Note_on_c 0 52 80 
2 257280  Note_on_c 0 48 80 
2 257519  Note_on_c 0 52 0 
2 257519  Note_on_c 0 48 0 
2 257520  Note_on_c 0 38 80 
2 257759  Note_on_c 0 38 0 
2 257760  Note_on_c 0 54 80 
2 257999  Note_on_c 0 54 0 
2 258000  Note_on_c 0 38 80 
2 258239  Note_on_c 0 38 0 
2 258240  Note_on_c 0 54 80 
2 258479  Note_on_c 0 54 0 
2 258480  Note_on_c 0 43 80 
2 258719  Note_on_c 0 43 0 
2 258720  Note_on_c 0 59 80 
2 258720  Note_on_c 0 55 80 
2 258959  Note_on_c 0 59 0 
2 258959  Note_on_c 0 55 0 
2 258960  Note_on_c 0 43 80 
2 259199  Note_on_c 0 43 0 
2 259200  Note_on_c 0 59 80 
2 259200  Note_on_c 0 55 80 
2 259439  Note_on_c 0 59 0 
2 259439  Note_on_c 0 55 0 
2 259440  Note_on_c 0 33 80 
2 259679  Note_on_c 0 33 0 
2 259680  Note_on_c 0 48 80 
2 259680  Note_on_c 0 45 80 
2 259919  Note_on_c 0 48 0 
2 259919  Note_on_c 0 45 0 
2 259920  Note_on_c 0 33 80 
2 260159  Note_on_c 0 33 0 
2 260160  Note_on_c 0 48 80 
2 260160  Note_on_c 0 45 80 
2 260399  Note_on_c 0 48 0 
2 260399  Note_on_c 0 45 0 
2 260400  Note_on_c 0 35 80 
2 260639  Note_on_c 0 35 0 
2 260640  Note_on_c 0 50 80 
2 260640  Note_on_c 0 47 80 
2 260879  Note_on_c 0 50 0 
2 260879  Note_on_c 0 47 0 
2 260880  Note_on_c 0 35 80 
2 261119  Note_on_c 0 35 0 
2 261120  Note_on_c 0 50 80 
2 261120  Note_on_c 0 47 80 
2 261359  Note_on_c 0 50 0 
2 261359  Note_on_c 0 47 0 
2 261360  Note_on_c 0 48 80 
2 261360  Note_on_c 0 36 80 
2 261839  Note_on_c 0 48 0 
2 261839  Note_on_c 0 36 0 
2 261840  Note_on_c 0 50 80 
2 261840  Note_on_c 0 38 80 
2 262319  Note_on_c 0 50 0 
2 262319  Note_on_c 0 38 0 
2 262320  Note_on_c 0 52 80 
2 262320  Note_on_c 0 40 80 
2 262799  Note_on_c 0 52 0 
2 262799  Note_on_c 0 40 0 
2 262800  Note_on_c 0 40 80 
2 263039  Note_on_c 0 40 0 
2 263040  Note_on_c 0 52 80 
2 263279  Note_on_c 0 52 0 
2 263280  Note_on_c 0 36 80 
2 263519  Note_on_c 0 36 0 
2 263520  Note_on_c 0 52 80 
2 263520  Note_on_c 0 48 80 
2 263759  Note_on_c 0 52 0 
2 263759  Note_on_c 0 48 0 
2 263760  Note_on_c 0 36 80 
2 263999  Note_on_c 0 36 0 
2 264000  Note_on_c 0 52 80 
2 264000  Note_on_c 0 48 80 
2 264239  Note_on_c 0 52 0 
2 264239  Note_on_c 0 48 0 
2 264240  Note_on_c 0 38 80 
2 264479  Note_on_c 0 38 0 
2 264480  Note_on_c 0 54 80 
2 264719  Note_on_c 0 54 0 
2 264720  Note_on_c 0 38 80 
2 264959  Note_on_c 0 38 0 
2 264960  Note_on_c 0 54 80 
2 265199  Note_on_c 0 54 0 
2 265200  Note_on_c 0 40 80 
2 265439  Note_on_c 0 40 0 
2 265440  Note_on_c 0 55 80 
2 265440  Note_on_c 0 52 80 
2 265679  Note_on_c 0 55 0 
2 265679  Note_on_c 0 52 0 
2 265680  Note_on_c 0 40 80 
2 265919  Note_on_c 0 40 0 
2 265920  Note_on_c 0 55 80 
2 265920  Note_on_c 0 52 80 
2 266159  Note_on_c 0 55 0 
2 266159  Note_on_c 0 52 0 
2 266160  Note_on_c 0 40 80 
2 266399  Note_on_c 0 40 0 
2 266400  Note_on_c 0 55 80 
2 266400  Note_on_c 0 52 80 
2 266639  Note_on_c 0 55 0 
2 266639  Note_on_c 0 52 0 
2 266640  Note_on_c 0 38 80 
2 266879  Note_on_c 0 38 0 
2 266880  Note_on_c 0 50 80 
2 267119  Note_on_c 0 50 0 
2 267120  Note_on_c 0 36 80 
2 267359  Note_on_c 0 36 0 
2 267360  Note_on_c 0 52 80 
2 267360  Note_on_c 0 48 80 
2 267599  Note_on_c 0 52 0 
2 267599  Note_on_c 0 48 0 
2 267600  Note_on_c 0 36 80 
2 267839  Note_on_c 0 36 0 
2 267840  Note_on_c 0 52 80 
2 267840  Note_on_c 0 48 80 
2 268079  Note_on_c 0 52 0 
2 268079  Note_on_c 0 48 0 
2 268080  Note_on_c 0 38 80 
2 268319  Note_on_c 0 38 0 
2 268320  Note_on_c 0 54 80 
2 268559  Note_on_c 0 54 0 
2 268560  Note_on_c 0 38 80 
2 268799  Note_on_c 0 38 0 
2 268800  Note_on_c 0 54 80 
2 269039  Note_on_c 0 54 0 
2 269040  Note_on_c 0 40 80 
2 269279  Note_on_c 0 40 0 
2 269280  Note_on_c 0 52 80 
2 269519  Note_on_c 0 52 0 
2 269520  Note_on_c 0 43 80 
2 269759  Note_on_c 0 43 0 
2 269760  Note_on_c 0 55 80 
2 269999  Note_on_c 0 55 0 
2 270000  Note_on_c 0 45 80 
2 270239  Note_on_c 0 45 0 
2 270240  Note_on_c 0 57 80 
2 270479  Note_on_c 0 57 0 
2 270480  Note_on_c 0 47 80 
2 270719  Note_on_c 0 47 0 
2 270720  Note_on_c 0 59 80 
2 270959  Note_on_c 0 59 0 
2 270960  Note_on_c 0 36 80 
2 271199  Note_on_c 0 36 0 
2 271200  Note_on_c 0 52 80 
2 271200  Note_on_c 0 48 80 
2 271439  Note_on_c 0 52 0 
2 271439  Note_on_c 0 48 0 
2 271440  Note_on_c 0 36 80 
2 271679  Note_on_c 0 36 0 
2 271680  Note_on_c 0 52 80 
2 271680  Note_on_c 0 48 80 
2 271919  Note_on_c 0 52 0 
2 271919  Note_on_c 0 48 0 
2 271920  Note_on_c 0 38 80 
2 272159  Note_on_c 0 38 0 
2 272160  Note_on_c 0 54 80 
2 272160  Note_on_c 0 50 80 
2 272399  Note_on_c 0 54 0 
2 272399  Note_on_c 0 50 0 
2 272400  Note_on_c 0 38 80 
2 272639  Note_on_c 0 38 0 
2 272640  Note_on_c 0 54 80 
2 272640  Note_on_c 0 50 80 
2 272879  Note_on_c 0 54 0 
2 272879  Note_on_c 0 50 0 
2 272880  Note_on_c 0 40 80 
2 273119  Note_on_c 0 40 0 
2 273120  Note_on_c 0 55 80 
2 273120  Note_on_c 0 52 80 
2 273359  Note_on_c 0 55 0 
2 273359  Note_on_c 0 52 0 
2 273360  Note_on_c 0 40 80 
2 273599  Note_on_c 0 40 0 
2 273600  Note_on_c 0 55 80 
2 273600  Note_on_c 0 52 80 
2 273839  Note_on_c 0 55 0 
2 273839  Note_on_c 0 52 0 
2 273840  Note_on_c 0 40 80 
2 274079  Note_on_c 0 40 0 
2 274080  Note_on_c 0 55 80 
2 274080  Note_on_c 0 52 80 
2 274319  Note_on_c 0 55 0 
2 274319  Note_on_c 0 52 0 
2 274320  Note_on_c 0 38 80 
2 274559  Note_on_c 0 38 0 
2 274560  Note_on_c 0 50 80 
2 274799  Note_on_c 0 50 0 
2 274800  Note_on_c 0 36 80 
2 275039  Note_on_c 0 36 0 
2 275040  Note_on_c 0 52 80 
2 275040  Note_on_c 0 48 80 
2 275279  Note_on_c 0 52 0 
2 275279  Note_on_c 0 48 0 
2 275280  Note_on_c 0 36 80 
2 275519  Note_on_c 0 36 0 
2 275520  Note_on_c 0 52 80 
2 275520  Note_on_c 0 48 80 
2 275759  Note_on_c 0 52 0 
2 275759  Note_on_c 0 48 0 
2 275760  Note_on_c 0 38 80 
2 275999  Note_on_c 0 38 0 
2 276000  Note_on_c 0 54 80 
2 276000  Note_on_c 0 50 80 
2 276239  Note_on_c 0 54 0 
2 276239  Note_on_c 0 50 0 
2 276240  Note_on_c 0 38 80 
2 276479  Note_on_c 0 38 0 
2 276480  Note_on_c 0 54 80 
2 276480  Note_on_c 0 50 80 
2 276719  Note_on_c 0 54 0 
2 276719  Note_on_c 0 50 0 
2 276720  Note_on_c 0 52 80 
2 276720  Note_on_c 0 40 80 
2 277079  Note_on_c 0 52 0 
2 277079  Note_on_c 0 40 0 
2 277080  Note_on_c 0 52 80 
2 277080  Note_on_c 0 40 80 
2 277439  Note_on_c 0 52 0 
2 277439  Note_on_c 0 40 0 
2 277440  Note_on_c 0 55 80 
2 277440  Note_on_c 0 43 80 
2 277679  Note_on_c 0 55 0 
2 277679  Note_on_c 0 43 0 
2 277680  Note_on_c 0 52 80 
2 277680  Note_on_c 0 40 80 
2 278159  Note_on_c 0 52 0 
2 278159  Note_on_c 0 40 0 
2 278160  Note_on_c 0 52 80 
2 278160  Note_on_c 0 40 80 
2 278399  Note_on_c 0 52 0 
2 278399  Note_on_c 0 40 0 
2 278400  Note_on_c 0 50 80 
2 278400  Note_on_c 0 38 80 
2 278639  Note_on_c 0 50 0 
2 278639  Note_on_c 0 38 0 
2 278640  Note_on_c 0 36 80 
2 278879  Note_on_c 0 36 0 
2 278880  Note_on_c 0 52 80 
2 278880  Note_on_c 0 48 80 
2 279119  Note_on_c 0 52 0 
2 279119  Note_on_c 0 48 0 
2 279120  Note_on_c 0 36 80 
2 279359  Note_on_c 0 36 0 
2 279360  Note_on_c 0 52 80 
2 279360  Note_on_c 0 48 80 
2 279599  Note_on_c 0 52 0 
2 279599  Note_on_c 0 48 0 
2 279600  Note_on_c 0 38 80 
2 279839  Note_on_c 0 38 0 
2 279840  Note_on_c 0 54 80 
2 279840  Note_on_c 0 50 80 
2 280079  Note_on_c 0 54 0 
2 280079  Note_on_c 0 50 0 
2 280080  Note_on_c 0 38 80 
2 280319  Note_on_c 0 38 0 
2 280320  Note_on_c 0 54 80 
2 280320  Note_on_c 0 50 80 
2 280559  Note_on_c 0 54 0 
2 280559  Note_on_c 0 50 0 
2 280560  Note_on_c 0 40 80 
2 280799  Note_on_c 0 40 0 
2 280800  Note_on_c 0 55 80 
2 280800  Note_on_c 0 52 80 
2 281039  Note_on_c 0 55 0 
2 281039  Note_on_c 0 52 0 
2 281040  Note_on_c 0 40 80 
2 281279  Note_on_c 0 40 0 
2 281280  Note_on_c 0 55 80 
2 281280  Note_on_c 0 52 80 
2 281519  Note_on_c 0 55 0 
2 281519  Note_on_c 0 52 0 
2 281520  Note_on_c 0 40 80 
2 281759  Note_on_c 0 40 0 
2 281760  Note_on_c 0 55 80 
2 281760  Note_on_c 0 52 80 
2 281999  Note_on_c 0 55 0 
2 281999  Note_on_c 0 52 0 
2 282000  Note_on_c 0 38 80 
2 282239  Note_on_c 0 38 0 
2 282240  Note_on_c 0 50 80 
2 282479  Note_on_c 0 50 0 
2 282480  Note_on_c 0 36 80 
2 282719  Note_on_c 0 36 0 
2 282720  Note_on_c 0 52 80 
2 282720  Note_on_c 0 48 80 
2 282959  Note_on_c 0 52 0 
2 282959  Note_on_c 0 48 0 
2 282960  Note_on_c 0 36 80 
2 283199  Note_on_c 0 36 0 
2 283200  Note_on_c 0 52 80 
2 283200  Note_on_c 0 48 80 
2 283439  Note_on_c 0 52 0 
2 283439  Note_on_c 0 48 0 
2 283440  Note_on_c 0 38 80 
2 283679  Note_on_c 0 38 0 
2 283680  Note_on_c 0 54 80 
2 283680  Note_on_c 0 50 80 
2 283919  Note_on_c 0 54 0 
2 283919  Note_on_c 0 50 0 
2 283920  Note_on_c 0 38 80 
2 284159  Note_on_c 0 38 0 
2 284160  Note_on_c 0 54 80 
2 284160  Note_on_c 0 50 80 
2 284399  Note_on_c 0 54 0 
2 284399  Note_on_c 0 50 0 
2 284400  Note_on_c 0 40 80 
2 284639  Note_on_c 0 40 0 
2 284640  Note_on_c 0 52 80 
2 284879  Note_on_c 0 52 0 
2 284880  Note_on_c 0 43 80 
2 285119  Note_on_c 0 43 0 
2 285120  Note_on_c 0 55 80 
2 285359  Note_on_c 0 55 0 
2 285360  Note_on_c 0 45 80 
2 285599  Note_on_c 0 45 0 
2 285600  Note_on_c 0 57 80 
2 285839  Note_on_c 0 57 0 
2 285840  Note_on_c 0 47 80 
2 286079  Note_on_c 0 47 0 
2 286080  Note_on_c 0 59 80 
2 286319  Note_on_c 0 59 0 
2 286320  Note_on_c 0 36 80 
2 286559  Note_on_c 0 36 0 
2 286560  Note_on_c 0 52 80 
2 286560  Note_on_c 0 48 80 
2 286799  Note_on_c 0 52 0 
2 286799  Note_on_c 0 48 0 
2 286800  Note_on_c 0 36 80 
2 287039  Note_on_c 0 36 0 
2 287040  Note_on_c 0 52 80 
2 287040  Note_on_c 0 48 80 
2 287279  Note_on_c 0 52 0 
2 287279  Note_on_c 0 48 0 
2 287280  Note_on_c 0 38 80 
2 287519  Note_on_c 0 38 0 
2 287520  Note_on_c 0 54 80 
2 287520  Note_on_c 0 50 80 
2 287759  Note_on_c 0 54 0 
2 287759  Note_on_c 0 50 0 
2 287760  Note_on_c 0 38 80 
2 287999  Note_on_c 0 38 0 
2 288000  Note_on_c 0 54 80 
2 288000  Note_on_c 0 50 80 
2 288239  Note_on_c 0 54 0 
2 288239  Note_on_c 0 50 0 
2 288240  Note_on_c 0 40 80 
2 288479  Note_on_c 0 40 0 
2 288480  Note_on_c 0 55 80 
2 288480  Note_on_c 0 52 80 
2 288719  Note_on_c 0 55 0 
2 288719  Note_on_c 0 52 0 
2 288720  Note_on_c 0 40 80 
2 288959  Note_on_c 0 40 0 
2 288960  Note_on_c 0 55 80 
2 288960  Note_on_c 0 52 80 
2 289199  Note_on_c 0 55 0 
2 289199  Note_on_c 0 52 0 
2 289200  Note_on_c 0 40 80 
2 289439  Note_on_c 0 40 0 
2 289440  Note_on_c 0 55 80 
2 289440  Note_on_c 0 52 80 
2 289679  Note_on_c 0 55 0 
2 289679  Note_on_c 0 52 0 
